"i","index_silhouette_fuzzy"
2,0.993188532807582
3,0.621884385737745
4,0.676504826849207
5,0.698728227162041
6,0.724848363996509
7,0.502267149828989
8,0.504634042938095
9,0.506204225679195
10,0.233080655352249
