"i","result_index"
2,0.89978195100886
3,0.384415884725099
4,0.448469179223911
5,-0.755712092266099
6,0.340151953127752
7,0.386535136155849
8,0.412497291751655
9,-0.69273985857715
10,0.101107961511801
11,0.0755965871321795
12,-0.6948787659704
13,0.462541979229957
14,0.0476917664879899
15,-0.0253066758949642
16,0.379038427086598
17,-0.523078357103472
18,-0.146822145646296
19,0.0290662056472632
20,0.0148920729203527
21,0.41521200746944
22,-0.486045035261949
23,-0.259327169267823
24,-0.201624188450512
25,-0.514356332350291
26,-0.123157471714626
27,-0.223021902254787
28,0.0662816365797258
29,-0.296035584043225
30,-0.486730541039382
31,0.549426172286169
32,-0.352267468410479
33,-0.23034801752567
34,-0.361979523350545
35,0.100138905304619
36,-0.0977636719518872
37,-0.508183286953148
38,-0.131068166326513
39,-0.039425699149561
40,-0.253568640684581
41,0.37055600056669
