"i","result_index"
2,0.898977945545307
3,-0.237155271750915
4,0.296770033175957
5,0.332462296508675
6,-0.0335858877138285
7,0.386523287628267
8,0.412485750423073
9,-0.692740095017576
10,0.101099235543698
11,-0.752164185157961
12,0.0777855171622309
13,0.0548907199511213
14,-0.572644047385408
15,0.0801401267825252
16,-0.0666755230376354
17,0.0287834884383541
18,-0.223775938743765
19,0.262323591376138
20,-0.704962739879556
21,-0.662909369978147
22,-0.553308260933298
23,-0.552540885428534
24,0.376620050493308
25,-0.405635827202843
26,-0.276906607644537
27,0.399553754911542
28,-0.120204022063843
29,0.335310592246755
30,-0.423678820674837
31,-0.0681972688215797
32,-0.365278333331099
33,0.00844348240010261
34,-0.347131848329687
35,0.0995738199380569
36,0.0732831710908553
37,0.138255032667611
38,-0.363040786282773
39,0.410635245815034
40,0.277141573127331
41,0.01521178907113
