"i","result_index"
2,0.900249930528326
3,0.222442302387228
4,-0.159223915379337
5,0.339553207518096
6,-0.637577173386129
7,0.383601964628638
8,0.410348851606587
9,0.429868583914667
10,-0.696657063785734
11,0.0794315686094275
12,0.0624975450218328
13,0.462384711723286
14,0.0477003543011787
15,0.032739076023659
16,0.0491913778683312
17,-0.222329956971423
18,0.162246688270202
19,0.0746642989752533
20,-0.527879736098069
21,0.160331945649025
22,0.398134424151254
23,0.0691709379021385
24,0.136563239369637
25,-0.00390118764924029
26,-0.119363523137993
27,-0.407456084820014
28,-0.368336140874683
29,-0.280754953523795
30,0.409120256690883
31,0.0169647264484027
32,0.325819656789356
33,-0.212555197056013
34,0.0496075417069335
35,-0.111810710158636
36,-0.363744063350216
37,0.0137288427523487
38,0.073958765598886
39,0.142634102707818
40,0.128700818782435
41,-0.383231373734848
