"i","result_index"
2,0.900231276389472
3,0.429141212022779
4,-0.749701381013745
5,0.316995528269329
6,0.352300365763539
7,0.386522435651102
8,0.412504671365414
9,0.142702877038347
10,0.438966136143194
11,-0.0797017573295609
12,-0.12199306543829
13,-0.685367560327053
14,-0.43451377269086
15,0.0407971892719483
16,-0.0548979076498022
17,-0.69819386269532
18,0.00271513338091044
19,-0.572769882791707
20,-0.559515434547206
21,-0.700987254581353
22,0.0606054430846734
23,0.237492081296553
24,0.391542924996243
25,-0.405044264062245
26,-0.18685373661944
27,-0.0946541594741731
28,-0.379902484545865
29,-0.02808321328294
30,-0.0812976019915415
31,0.026957949764302
32,-0.479251075617779
33,-0.267612346632787
34,-0.0616619665214511
35,-0.434322165569176
36,-0.126125873231065
37,0.429814424517147
38,0.104787250430769
39,0.136757274455448
40,0.212193778679933
41,-0.164805594939891
