"i","result_index"
2,0.900249983983502
3,-0.194979863009265
4,-0.09776605689807
5,0.368837600596042
6,-0.740666935893312
7,-0.322485939010754
8,0.411298448720848
9,0.142530126477615
10,-0.756381996544596
11,0.0794187471809072
12,-0.675051355359228
13,0.0549223260984154
14,-0.166853876048526
15,0.0412097031991886
16,-0.301012773947277
17,-0.698463219791516
18,0.537200435225856
19,-0.543873733685716
20,-0.281912383762296
21,0.0166602708811538
22,-0.153313034488868
23,-0.663870284411603
24,-0.287845823124397
25,-0.337889848859042
26,-0.510611151738615
27,-0.483251146639541
28,-0.366619936111407
29,0.0168142192321747
30,0.12561733412341
31,-0.222911485701589
32,0.0791672399484386
33,-0.147406912855525
34,0.196500567751327
35,0.031601551252103
36,-0.550618693798767
37,-0.406165889066392
38,0.299913361153542
39,0.0177665469501552
40,0.434331243204626
41,-0.110959266256697
