"i","result_index"
2,0.90025000954843
3,0.0422625671494999
4,-0.756478058128955
5,0.316914680663568
6,0.350872709804723
7,0.384325765857879
8,0.412496646014685
9,0.425668247100736
10,0.100164854050162
11,-0.573090446756817
12,0.361932155798637
13,-0.125302291874664
14,0.0247523664013737
15,-0.099685395153891
16,0.00821906962001846
17,-0.416056427485164
18,0.0256059044406824
19,-0.00609292341569179
20,-0.108918795023364
21,0.420142313758565
22,-0.0244608976488883
23,-0.415418355391495
24,0.0716480746283644
25,0.412775760197029
26,-0.0908315007323948
27,-0.199110557259223
28,-0.123500448305073
29,-0.187813299658346
30,-0.618978065634287
31,0.0670076191716595
32,-0.140923028300545
33,-0.158660860574316
34,-0.345379081495931
35,0.0600758692719708
36,0.117925742027277
37,-0.207068638274539
38,-0.256755939980018
39,0.0779552505320955
40,0.484961131635071
41,-0.165389284775027
